"EmmissionsCW",,"EmmissionsCWLnChng",,
-650.4369,-525.5443,-650.4369,-525.5443,
-650.3373,-524.4542,-650.3373,-524.4542,
-650.2273,-523.3638,-650.2273,-523.3638,
-650.1067,-522.273,-650.1067,-522.273,
-649.9752,-521.1828,-649.9752,-521.1828,
-649.8327,-520.0923,-649.8327,-520.0923,
-649.6794,-519.0022,-649.6794,-519.0022,
-649.5166,-517.9227,-649.5166,-517.9227,
-649.3413,-516.833,-649.3413,-516.833,
-649.1565,-515.7525,-649.1565,-515.7525,
-648.9609,-514.6739,-648.9609,-514.6739,
-648.7546,-513.5949,-648.7546,-513.5949,
-648.5391,-512.5259,-648.5391,-512.5259,
-648.3106,-511.4472,-648.3106,-511.4472,
-648.0732,-510.3786,-648.0732,-510.3786,
-647.8253,-509.3108,-647.8253,-509.3108,
-647.5662,-508.2423,-647.5662,-508.2423,
-647.2965,-507.1749,-647.2965,-507.1749,
-647.0185,-506.1172,-647.0185,-506.1172,
-646.7263,-505.0484,-646.7263,-505.0484,
-646.427,-503.9928,-646.427,-503.9928,
-646.1192,-502.9448,-646.1192,-502.9448,
-645.7981,-501.8897,-645.7981,-501.8897,
-645.4682,-500.8422,-645.4682,-500.8422,
-645.1283,-499.7977,-645.1283,-499.7977,
-644.7804,-498.7625,-644.7804,-498.7625,
-644.4177,-497.7165,-644.4177,-497.7165,
-644.0476,-496.6819,-644.0476,-496.6819,
-643.6703,-495.6587,-643.6703,-495.6587,
-643.2776,-494.6249,-643.2776,-494.6249,
-642.8768,-493.6002,-642.8768,-493.6002,
-642.4688,-492.5867,-642.4688,-492.5867,
-642.05,-491.5748,-642.05,-491.5748,
-641.619,-490.5622,-641.619,-490.5622,
-641.1774,-489.5514,-641.1774,-489.5514,
-640.7276,-488.5492,-640.7276,-488.5492,
-640.2708,-487.558,-640.2708,-487.558,
-639.7979,-486.557,-639.7979,-486.557,
-639.3225,-485.5762,-639.3225,-485.5762,
-638.8319,-484.5883,-638.8319,-484.5883,
-638.3333,-483.6088,-638.3333,-483.6088,
-637.8282,-482.6402,-637.8282,-482.6402,
-637.3105,-481.6709,-637.3105,-481.6709,
-636.7819,-480.7036,-636.7819,-480.7036,
-636.2469,-479.7475,-636.2469,-479.7475,
-635.6991,-478.791,-635.6991,-478.791,
-635.145,-477.8453,-635.145,-477.8453,
-634.5847,-476.9102,-634.5847,-476.9102,
-634.0111,-475.9749,-634.0111,-475.9749,
-633.4266,-475.0422,-633.4266,-475.0422,
-632.8357,-474.1202,-632.8357,-474.1202,
-632.2366,-473.2057,-632.2366,-473.2057,
-631.6267,-472.2941,-631.6267,-472.2941,
-631.0084,-471.3899,-631.0084,-471.3899,
-630.3813,-470.4919,-630.3813,-470.4919,
-629.7459,-469.6013,-629.7459,-469.6013,
-629.1,-468.7133,-629.1,-468.7133,
-628.446,-467.8323,-628.446,-467.8323,
-627.7891,-466.9644,-627.7891,-466.9644,
-627.1191,-466.0961,-627.1191,-466.0961,
-626.444,-465.2376,-626.444,-465.2376,
-625.7586,-464.3818,-625.7586,-464.3818,
-625.0679,-463.5359,-625.0679,-463.5359,
-624.3643,-462.6894,-624.3643,-462.6894,
-623.6585,-461.856,-623.6585,-461.856,
-622.9477,-461.0321,-622.9477,-461.0321,
-622.2235,-460.2077,-622.2235,-460.2077,
-621.4916,-459.3902,-621.4916,-459.3902,
-620.757,-458.5849,-620.757,-458.5849,
-620.012,-457.7833,-620.012,-457.7833,
-619.2562,-456.9853,-619.2562,-456.9853,
-618.5011,-456.2026,-618.5011,-456.2026,
-617.7294,-455.4179,-617.7294,-455.4179,
-616.9581,-454.6486,-616.9581,-454.6486,
-616.1729,-453.8794,-616.1729,-453.8794,
-615.3807,-453.1175,-615.3807,-453.1175,
-614.5855,-452.3664,-614.5855,-452.3664,
-613.7746,-451.6139,-613.7746,-451.6139,
-612.9591,-450.87,-612.9591,-450.87,
-612.1394,-450.1344,-612.1394,-450.1344,
-611.3102,-449.4015,-611.3102,-449.4015,
-610.4735,-448.6729,-610.4735,-448.6729,
-609.6324,-447.9494,-609.6324,-447.9494,
-608.7827,-447.2278,-608.7827,-447.2278,
-607.7587,-446.3685,-607.7587,-446.3685,
-606.7259,-445.5115,-606.7259,-445.5115,
-605.3435,-444.3768,-605.3435,-444.3768,
-603.4171,-442.8128,-603.4171,-442.8128,
-588.4371,-430.8041,-588.4371,-430.8041,
-574.8993,-420.0434,-574.8993,-420.0434,
-525.924,-381.4868,-525.924,-381.4868,
-513.1453,-371.528,-513.1453,-371.528,
-500.5737,-361.8221,-500.5737,-361.8221,
-497.2388,-359.2787,-497.2388,-359.2787,
-494.9764,-357.5714,-494.9764,-357.5714,
-492.9796,-356.0796,-492.9796,-356.0796,
-490.9573,-354.5851,-490.9573,-354.5851,
-489.2062,-353.3052,-489.2062,-353.3052,
-487.4352,-352.0248,-487.4352,-352.0248,
-485.6482,-350.7474,-485.6482,-350.7474,
-483.8405,-349.4702,-483.8405,-349.4702,
-481.7106,-347.9826,-481.7106,-347.9826,
-479.5642,-346.5005,-479.5642,-346.5005,
-476.7792,-344.5989,-476.7792,-344.5989,
-471.127,-340.7859,-471.127,-340.7859,
-464.1031,-336.0538,-464.1031,-336.0538,
-460.8779,-333.8552,-460.8779,-333.8552,
-457.9571,-331.841,-457.9571,-331.841,
-455.353,-330.0242,-455.353,-330.0242,
-452.7382,-328.1794,-452.7382,-328.1794,
-450.1088,-326.3026,-450.1088,-326.3026,
-447.4705,-324.3968,-447.4705,-324.3968,
-444.8268,-322.4651,-444.8268,-322.4651,
-442.1738,-320.5051,-442.1738,-320.5051,
-439.1728,-318.2636,-439.1728,-318.2636,
-435.8233,-315.7345,-435.8233,-315.7345,
-431.7823,-312.6497,-431.7823,-312.6497,
-426.3529,-308.4606,-426.3529,-308.4606,
-417.0512,-301.2034,-417.0512,-301.2034,
-338.3685,-239.4258,-338.3685,-239.4258,
-259.3387,-178.0121,-259.3387,-178.0121,
-180.2783,-116.348,-180.2783,-116.348,
-126.3428,-74.2401,-126.3428,-74.2401,
-99.8713,-53.442,-99.8713,-53.442,
-59.8145,-21.7843,-59.8145,-21.7843,
-55.444,-18.3785,-55.444,-18.3785,
-53.6096,-16.9665,-53.6096,-16.9665,
-52.3412,-16.0017,-52.3412,-16.0017,
-51.4482,-15.3301,-51.4482,-15.3301,
-50.5613,-14.6702,-50.5613,-14.6702,
-49.6842,-14.0263,-49.6842,-14.0263,
-48.8124,-13.3963,-48.8124,-13.3963,
-47.9508,-12.784,-47.9508,-12.784,
-47.0934,-12.1864,-47.0934,-12.1864,
-46.2452,-11.6075,-46.2452,-11.6075,
-45.4011,-11.0451,-45.4011,-11.0451,
-44.3935,-10.3921,-44.3935,-10.3921,
-43.3908,-9.7638,-43.3908,-9.7638,
-42.3937,-9.161,-42.3937,-9.161,
-41.3957,-8.5815,-41.3957,-8.5815,
-40.4022,-8.0284,-40.4022,-8.0284,
-39.413,-7.5013,-39.413,-7.5013,
-38.4185,-6.9954,-38.4185,-6.9954,
-37.4222,-6.5126,-37.4222,-6.5126,
-36.4309,-6.056,-36.4309,-6.056,
-35.4333,-5.6193,-35.4333,-5.6193,
-34.4419,-5.2071,-34.4419,-5.2071,
-33.4412,-4.8129,-33.4412,-4.8129,
-32.4443,-4.441,-32.4443,-4.441,
-31.4447,-4.0874,-31.4447,-4.0874,
-30.4466,-3.753,-30.4466,-3.753,
-29.4465,-3.4351,-29.4465,-3.4351,
-28.4545,-3.1349,-28.4545,-3.1349,
-27.4554,-2.8468,-27.4554,-2.8468,
-26.4656,-2.5733,-26.4656,-2.5733,
-25.4732,-2.309,-25.4732,-2.309,
-24.4878,-2.0535,-24.4878,-2.0535,
-20.4254,-1.0191,-20.4254,-1.0191,
-19.3095,-0.72106,-19.3095,-0.72106,
-18.2012,-0.41076,-18.2012,-0.41076,
-17.1137,-0.087836,-17.1137,-0.087836,
-16.0418,0.25221,-16.0418,0.25221,
-14.9799,0.61396,-14.9799,0.61396,
-13.9415,0.99492,-13.9415,0.99492,
-12.9234,1.3967,-12.9234,1.3967,
-11.9252,1.8201,-11.9252,1.8201,
-10.9434,2.2675,-10.9434,2.2675,
-9.9801,2.7372,-9.9801,2.7372,
-9.0469,3.2222,-9.0469,3.2222,
-8.1332,3.7272,-8.1332,3.7272,
-7.238,4.2512,-7.238,4.2512,
-6.3704,4.7868,-6.3704,4.7868,
-5.5293,5.3318,-5.5293,5.3318,
-4.5932,5.9671,-4.5932,5.9671,
-3.6735,6.6193,-3.6735,6.6193,
-2.7833,7.2745,-2.7833,7.2745,
-1.9159,7.9329,-1.9159,7.9329,
-1.0689,8.5919,-1.0689,8.5919,
-0.23103,9.2555,-0.23103,9.2555,
0.69516,9.9978,0.69516,9.9978,
16.2784,22.6116,16.2784,22.6116,
18.0641,24.0378,18.0641,24.0378,

